BBB9,-245,32,20,-9589,-25001,-25020,890,-742,213,6602,2431,4043,79
BBB9,-138,34,119,-25003,-2493,-25020,993,-211,-403,6600,2431,3923,79
BBB9,-108,-21,109,-25003,19704,-25020,536,77,-889,6522,2431,3909,79
BBB9,-148,26,-12,20658,-25001,-25020,1061,-492,29,6422,2425,3974,79
BBB9,-64,14,90,4971,-12202,-25020,570,-754,-467,6404,2425,3912,79
BBB9,-87,7,76,24994,-20289,-25020,520,-65,-925,6339,2425,3902,79
BBB9,-82,4,66,24995,-13736,-25020,868,-562,-359,6274,2425,3929,79
BBB9,-83,3,64,24995,-10065,-25020,223,-172,-980,6236,2425,3892,79
BBB9,-86,2,68,24168,-12088,-25020,909,-117,-558,6172,2425,3924,79
BBB9,-93,4,71,24995,-12418,-25020,336,-616,-736,6133,2425,3903,79
BBB9,-101,4,63,24995,-11124,-25020,683,99,-800,6083,2425,3897,79
BBB9,-110,1,64,24995,-13068,-25020,735,-560,-528,6031,2425,3906,79
BBB9,-120,2,58,21519,-12131,-25020,280,-163,-970,5974,2425,3890,79
BBB9,-135,0,52,18324,-7196,-25020,856,-12,-678,5925,2425,3906,79
BBB9,-146,-2,49,14896,-1215,-25020,544,-472,-745,5879,2425,3887,79
BBB9,-156,-2,54,9532,2759,-25020,259,21,-1005,5836,2418,3885,79
BBB9,-180,0,38,24994,14576,-25020,373,572,-790,5784,2418,3897,79
BBB9,-190,0,31,24994,10874,-25020,795,268,-641,5745,2418,3890,79
BBB9,-202,0,32,24995,3908,-25020,617,-290,-774,5698,2418,3883,79
BBB9,-225,3,24,24995,174,-25020,122,-289,-966,5663,2412,3869,79
BBB9,-239,1,20,24995,-4285,-25020,66,-47,-734,5604,2412,3872,79
BBB9,-252,-3,22,19827,-5470,-25020,258,173,-997,5552,2412,3869,79
BBB9,-275,-4,24,20172,4241,-25020,482,399,-839,5525,2412,3879,79
BBB9,-292,0,18,24994,11165,-25020,598,442,-729,5481,2412,3884,79
BBB9,-328,-1,7,24994,-11118,-25020,398,199,-904,5375,2412,3869,79
BBB9,-351,-2,3,24994,5384,-25020,57,374,-958,5336,2412,3869,79
BBB9,-363,0,-9,24995,-3463,-25020,-35,237,-995,5299,2412,3864,79
BBB9,-376,-3,-12,24995,-13512,-25020,-30,-28,-1026,5266,2412,3871,79
BBB9,-394,-2,0,21442,-6216,-25020,83,-126,-989,5221,2412,3873,79
BBB9,-422,-2,-7,24994,4584,-25020,12,-53,-1026,5170,2412,3868,79
BBB9,-443,-2,-17,24994,-6422,-25020,130,-357,-934,5128,2412,3866,79
BBB9,-455,-4,-10,24571,-6512,-25020,580,-371,-759,5071,2412,3871,79
BBB9,-477,-1,-30,24994,-9008,-25020,300,292,-945,5033,2412,3860,79
BBB9,-479,0,-6,17426,-14471,-25020,162,7,-1003,4995,2412,3872,79
BBB9,-501,-5,-13,24995,10320,-25020,18,146,-1008,4951,2412,3871,79
BBB9,-521,0,-32,24995,-8914,-25020,241,-458,-855,4911,2412,3864,79
BBB9,-548,-4,-13,24041,-3803,-25020,698,-51,-785,4869,2412,3871,79
BBB9,-574,-2,-34,24994,-5840,-25020,144,312,-998,4830,2412,3863,79
BBB9,-593,-5,-27,24994,-8155,-25020,-22,-184,-993,4796,2412,3866,79
BBB9,-600,-5,-20,24994,-2192,-25020,606,214,-855,4757,2412,3870,79
BBB9,-600,-2,-49,24995,-12844,-25020,-149,-130,-987,4709,2412,3866,79
BBB9,-600,-5,-31,24994,-7172,-25020,551,-268,-839,4673,2412,3870,79
BBB9,-600,-4,-48,24994,-12892,-25020,211,174,-986,4632,2412,3862,79
BBB9,-600,-7,-40,24994,2408,-25020,65,-107,-1032,4606,2412,3865,79
BBB9,-600,-3,-53,24994,-16555,-25020,614,-78,-865,4571,2412,3867,79
BBB9,-600,-7,-55,24994,-423,-25020,-185,212,-990,4535,2412,3864,79
BBB9,-600,-5,-44,22894,-12594,-25020,640,-399,-751,4492,2412,3877,79
BBB9,-600,-6,-75,24995,-20737,-25020,22,-560,-831,4451,2418,3882,79
BBB9,-600,-6,-75,24994,-1862,-25020,487,355,-875,4418,2418,3872,79
BBB9,-600,-4,-51,22121,-12391,-25020,99,-288,-968,4380,2418,3878,79
